id;group;label;Wikidata;DBpedia;CSO;embeddingID;embedding
cs.OS;cs;Operating Systems;http://www.wikidata.org/entity/Q9135;http://dbpedia.org/resource/Operating_system;https://cso.kmi.open.ac.uk/topics/operating_systems;24.0;"[-1.35085583e+00  2.21442990e-02  8.77606392e-01  1.11925885e-01
  4.29248273e-01  4.95437868e-02 -1.93946004e-01 -7.26838529e-01
  8.88272405e-01  2.51812756e-01  7.42006823e-02 -9.18933749e-01
  6.57266080e-01 -8.34181830e-02 -5.47924519e-01  2.86692709e-01
  8.99634302e-01  4.17568199e-02 -1.05199528e+00  3.28607053e-01
  9.14445072e-02 -9.72723886e-02  2.62769639e-01 -2.27928311e-01
  9.36698556e-01  2.36891627e-01  3.29999864e-01 -7.22863674e-01
  6.78105474e-01  5.59063613e-01 -1.61324605e-01  2.34634012e-01
 -1.78465754e-01  5.61732531e-01 -1.41561076e-01  4.84269679e-01
 -9.64512944e-01 -1.85392976e-01  1.05818665e+00  2.61558324e-01
  2.73012727e-01  5.00266492e-01  1.06294382e+00 -6.31354034e-01
 -1.17985427e+00  6.69081867e-01  6.15376472e-01 -5.82272291e-01
  7.13355601e-01 -9.43416953e-01  2.09030733e-01  2.64498204e-01
  7.84145817e-02 -1.08474955e-01  9.77224171e-01  5.47259152e-01
  1.99962053e-02  1.53560147e-01  1.25217512e-01  6.06306553e-01
 -3.96280974e-01  8.39101523e-02 -1.53039768e-01  4.23360944e-01
  4.56946284e-01  6.50954247e-01  5.14717638e-01 -7.27400422e-01
  9.15145793e-05  5.80872238e-01 -2.00394124e-01  2.43501604e-01
  7.85533041e-02 -1.89262837e-01 -5.32941043e-01 -1.03982098e-01
  3.17195952e-01  4.03978884e-01 -3.96823317e-01 -8.31447721e-01
  3.23216259e-01 -1.67512670e-01  3.95888805e-01  7.30456412e-01
  3.59095901e-01  2.83458352e-01 -5.41398704e-01 -4.57390040e-01
  2.54380286e-01  3.35357040e-01 -3.54212314e-01  7.10493326e-01
  3.59289080e-01  3.16260099e-01  6.69496879e-02  5.01682281e-01
 -7.05835402e-01 -2.33336985e-01  1.25959441e-01 -2.51769751e-01
  2.23133549e-01  2.84431309e-01 -6.64782748e-02  6.89355314e-01
  3.29643369e-01  6.34547293e-01 -4.59838025e-02  7.32301325e-02
 -6.49788380e-01  5.40688872e-01  4.15394269e-02 -1.87644421e-03
  1.51605323e-01 -2.23605946e-01  8.01325887e-02 -1.20492205e-01
  6.21362865e-01 -3.13401312e-01  2.60997206e-01 -1.16407603e-01
 -3.11340876e-02  1.82360724e-01 -3.61893207e-01 -1.20543055e-01
  3.73689115e-01 -5.72227910e-02 -5.44996977e-01  6.48134470e-01
  8.10866207e-02 -5.34609795e-01  5.82156539e-01 -4.27973345e-02
  1.26951382e-01  9.87704098e-01 -4.04746562e-01 -5.91506958e-01
 -1.31046295e-01 -1.00702429e+00  3.38195294e-01  7.96828270e-01
 -2.77049184e-01 -4.76413131e-01 -2.28698313e-01  1.02612093e-01
  1.24357700e+00 -4.32565540e-01 -2.33773157e-01  3.80778134e-01
 -3.14137191e-01 -2.53040493e-01  1.20314133e+00  8.21435675e-02
 -3.30560170e-02 -1.28732967e+00  3.79604101e-01  7.63764679e-01
 -4.48184490e-01 -1.18045473e+00 -8.18170309e-01 -2.28706021e-02
  7.61626601e-01  4.51755106e-01 -8.07878911e-01  1.85438648e-01
  1.02206543e-01  1.53694853e-01  2.42854416e-01  2.56280839e-01
  8.20229761e-03 -5.66310227e-01  5.46659470e-01 -1.46718442e-01
  1.82820082e-01 -1.30040959e-01  3.44609976e-01  6.12231158e-02
  4.07562017e-01  1.25717521e-01 -4.62018311e-01  2.74610877e-01
 -1.49081504e+00  2.07242936e-01 -5.79796433e-01  2.01757953e-01
 -9.46079940e-03 -1.03105748e+00 -6.02881610e-01 -4.46508050e-01
  7.23841250e-01 -8.81636798e-01 -6.15814388e-01 -8.37093830e-01
  8.41898143e-01  3.56036633e-01  1.04766525e-01 -5.64181924e-01
  3.55310112e-01 -1.34537566e+00  1.38916269e-01  4.67582107e-01]"
cs.PF;cs;Performance;;;;;
cs.PL;cs;Programming Languages;http://www.wikidata.org/entity/Q9143;http://dbpedia.org/resource/Programming_Languages;https://cso.kmi.open.ac.uk/topics/programming_languages;25.0;"[-0.17752875 -0.15502109 -0.13948563 -0.04109741  0.12236359 -0.25605905
  0.1644437  -0.12749068  0.14401688 -0.11150636  0.08931044  0.08551803
 -0.08307126 -0.08416314  0.16269074 -0.03524042  0.07279395 -0.12264317
 -0.23281181  0.02449541  0.01725977  0.02773137  0.09185736 -0.09650543
  0.28220522 -0.08016336  0.01437404 -0.19315659  0.05019959  0.0980545
  0.05234734  0.18503301 -0.03942401 -0.11557925 -0.2881658   0.2634528
  0.06094428 -0.02479987  0.2378499  -0.04875732  0.18202958  0.0336988
  0.20574097 -0.0451191  -0.15175651  0.12781392 -0.05466708 -0.04716432
  0.20299973 -0.01993144  0.1748159   0.19473979 -0.19205911  0.03999729
  0.07455693 -0.00432387  0.24296866  0.0884622   0.16362563  0.02113632
 -0.09802423  0.04129529  0.00673457  0.26115763  0.11072998 -0.10172461
 -0.1515389   0.19702739 -0.04328243 -0.00213246 -0.07631174  0.05990478
  0.09202801  0.0480836  -0.15958765  0.16736858  0.17163804  0.26801744
 -0.05327737 -0.26223347  0.10461796 -0.22015548  0.17969008  0.20445769
 -0.16545713 -0.07588784 -0.1271945   0.1091269   0.2177184   0.1376069
 -0.18223399  0.01297067 -0.05432957 -0.10916124 -0.08925458  0.07113436
 -0.22492014  0.17826815 -0.01536184 -0.03785172 -0.19312866 -0.0586178
 -0.00448366  0.30920228 -0.1357982   0.2686494   0.01715348 -0.01071066
 -0.18843283  0.08313471  0.14187753  0.12109149 -0.05048336  0.07793097
 -0.1817047   0.18240869  0.06610074 -0.05502586  0.14107534 -0.2334121
 -0.010368   -0.07253904 -0.11863182  0.22256392 -0.09494691 -0.19369352
 -0.26175407  0.02016113  0.3484127  -0.10691626 -0.1412168  -0.13458793
 -0.10435786  0.15098858 -0.07706342 -0.00564181 -0.04953297 -0.19416514
 -0.01380738  0.06050631 -0.05117258  0.11790232 -0.05193168 -0.11579803
  0.11209314 -0.10443722 -0.35207254  0.04757027 -0.12261755 -0.12415388
  0.19816422  0.15391327 -0.05347263 -0.16906129  0.16780284 -0.03916408
  0.08256527 -0.17040339 -0.0022187  -0.00076371  0.18705438  0.31629977
 -0.3042318  -0.12928754 -0.07772832 -0.02997712  0.17023687  0.18487063
  0.19280714 -0.24427688  0.18550721 -0.10987838  0.16631271 -0.13339184
 -0.0777298   0.03188299 -0.00409519  0.3556931  -0.08358307  0.31721857
 -0.1166573   0.12962827 -0.05478551  0.19117989 -0.12176266 -0.04111089
 -0.12992434 -0.14349295  0.01568762 -0.18098469  0.02033854  0.16187504
  0.02964582  0.01210564 -0.21275754 -0.01940771 -0.20207027 -0.1397808
  0.12459864  0.18510912]"
cs.RO;cs;Robotics;http://www.wikidata.org/entity/Q170978;http://dbpedia.org/resource/Robotics;https://cso.kmi.open.ac.uk/topics/robotics;26.0;"[-7.96325803e-02 -3.01709056e-01  1.50309280e-01  6.13857448e-01
  4.66954142e-01 -1.29283324e-03  3.04594427e-01 -5.03095567e-01
  2.76912570e-01  3.76947284e-01 -2.63571471e-01 -5.76200485e-01
  4.24790561e-01 -1.80022106e-01 -7.30738401e-01 -3.15014601e-01
  1.35664940e-02 -1.02202535e+00 -6.19799495e-01 -2.51639068e-01
  3.20972145e-01 -2.08232328e-01  1.40547901e-01 -3.30644339e-01
  1.39780843e+00 -1.38131952e+00  6.23787045e-01  9.36947316e-02
  3.46993774e-01 -5.04233204e-02  5.50071597e-01 -1.61906064e-01
 -9.61294118e-03  4.45684731e-01  2.46551749e-03  5.45492768e-01
  5.99351227e-02  3.17892194e-01  8.96499097e-01 -5.64072013e-01
  2.28407711e-01 -6.44430935e-01  1.23661721e+00 -4.39342618e-01
 -4.02801573e-01  1.86838463e-01  1.09314358e+00 -8.74139726e-01
  4.70615089e-01 -5.92662573e-01  8.55731606e-01 -2.25655273e-01
  1.14105165e-01 -4.30904865e-01 -4.02559787e-01  2.97202915e-01
  3.25665504e-01  8.08789849e-01  1.76364351e-02 -1.99530050e-02
 -7.98171535e-02 -8.73899996e-01  1.01627577e-02  4.98566359e-01
 -4.44611497e-02 -2.01945994e-02  1.66165844e-01  9.33825254e-01
  1.60112351e-01  7.60226250e-01 -4.88405168e-01  4.17039514e-01
  4.20011938e-01  2.58636475e-01 -7.86433458e-01 -4.15826052e-01
 -4.61960852e-01  7.58642375e-01  1.94732934e-01 -5.85602283e-01
  2.28549596e-02 -6.52391791e-01 -3.32693338e-01  3.20464551e-01
 -3.69896322e-01  1.90811723e-01  2.46683940e-01  1.71515658e-01
  8.15457642e-01 -2.16197390e-02  1.09870128e-01 -2.25773171e-01
 -4.14300561e-01 -4.49624598e-01  1.39454961e-01  3.55345845e-01
 -2.79316604e-01  2.28232011e-01  2.28479683e-01 -3.67059618e-01
 -1.30241960e-02 -3.56823504e-01  6.04387403e-01  9.42280114e-01
  1.01523304e+00 -1.14813685e-01  7.95575023e-01 -4.35481548e-01
 -9.72607911e-01  1.45084605e-01  6.66299701e-01  1.69229507e-01
  7.68364012e-01  1.25391468e-01 -5.12543857e-01  1.16405584e-01
  5.67239225e-01 -1.56171605e-01  1.13592696e+00 -1.02929187e+00
  5.82982242e-01 -6.17695868e-01  1.48933157e-01  8.40740949e-02
 -1.57707348e-01 -3.10577571e-01 -1.18803406e+00 -3.33796740e-01
  2.08138525e-01 -6.25584051e-02  2.33005196e-01 -6.90089107e-01
  2.39627182e-01  1.16019659e-01 -9.47635889e-01 -4.55182463e-01
  3.79965156e-01 -1.15392101e+00 -5.79253197e-01 -1.22569911e-01
  1.79912090e-01 -7.24645734e-01 -3.93727809e-01 -1.03999294e-01
  7.27667034e-01 -2.76268363e-01 -1.52246368e+00  4.15819824e-01
 -1.46998182e-01 -5.03151238e-01 -1.60902552e-02  1.33703613e+00
 -3.75641316e-01 -1.65530488e-01  6.98273182e-01  2.89909601e-01
  1.01376688e+00  2.45135635e-01 -1.19867897e+00  2.43499465e-02
  9.36979830e-01  1.07358806e-01 -5.88681281e-01  1.10938191e-01
 -3.48861068e-01  2.54669160e-01 -3.19131702e-01  3.62862855e-01
  6.56262755e-01 -1.25477266e+00  2.61346549e-02 -9.17980075e-01
 -5.73225379e-01  3.61053646e-01 -5.32229617e-02 -2.74474740e-01
  1.40618142e-02 -4.90853548e-01 -1.48205440e-02  1.24684975e-01
 -1.25052854e-01  3.26611727e-01 -4.66370493e-01 -2.63050884e-01
 -3.40177685e-01 -7.11566806e-01 -5.14313936e-01 -2.05689549e-01
  8.51998389e-01 -4.88516033e-01 -8.98009688e-02 -6.83734417e-01
  2.51624286e-02  4.79966462e-01  6.06012046e-02 -4.84563112e-01
 -7.30327070e-01 -8.21220130e-02  6.29558980e-01 -1.92668080e-01]"
cs.SC;cs;Symbolic Computation;http://www.wikidata.org/wiki/Q175515;http://dbpedia.org/resource/Symbolic_computation;;27.0;"[-0.65115523 -0.47951344  0.23398559 -0.95652     0.21826363 -0.2559362
  0.39371634  0.87270236  0.21939436  0.20853023 -0.544282    0.35290933
  1.0157701  -0.16916074 -0.70785433 -0.15531038  0.0351614  -0.5887544
 -0.4059625   0.6648456   0.18806203 -0.05087373  0.61797774 -0.9278736
  1.4674919  -0.06263098  0.56762767 -0.20625283 -0.28915438  0.17590606
 -0.1382918  -0.44899565  0.54626197  0.36120602  0.28127387  0.5221956
  0.04522694  0.8307434   0.1721317   0.1621407   0.88962156  0.10391077
 -0.05881383  0.08409788  0.3632288   0.56075406 -0.32955176  0.48365542
  0.10396999 -0.24854474 -0.2897218   0.7047696  -0.92202526  0.23086637
 -0.4904773   0.00188388  0.23978654 -0.79101616  0.09880592  0.6181001
 -0.27005443  0.5746915  -0.5194875   0.36798182  0.27141896 -0.21563451
 -0.09700686  0.46396604  0.05855404  0.09821709 -0.13834797  0.14245753
 -0.21865213 -0.3582293   0.33274835 -0.23332512 -0.31701088  0.92826027
 -0.46281484  0.5852934   0.12609705  0.32960686  0.3106389  -0.58360946
 -0.28128314 -0.48351297  0.5453729   0.5923643  -0.3240075  -0.375152
 -0.3927396   0.22908191 -0.1136486  -0.23256262 -0.35964456  0.2733668
 -0.22844827  0.22643624  0.02828846 -0.35211915  0.13467205 -0.33147442
  0.6022964   0.34796944  0.10289677 -0.4585018   0.14322875  0.40279993
 -0.00716127  0.28850368 -0.50050783  0.09165288  0.03139373 -0.21894956
  0.12237273  0.06625491  0.88397574  0.25636956 -0.43254364 -0.38485602
  0.16451265 -0.90748394 -0.5737401   0.41765502 -0.5303751  -0.5819494
 -0.6590098   0.16176994 -0.54771686 -0.00547491 -0.6549392  -0.43652704
  0.39501357  0.9138083   0.20131542 -0.12170923  0.3372102  -0.40906495
  0.35606837 -0.87128437 -0.40351     1.0130824  -0.5248198  -0.36230382
  0.36731103 -0.4934638  -0.65723413  0.2873213  -0.07895825 -0.45100698
  0.09825356  0.70843506 -1.0198841  -0.7436119   0.5306484   0.7863843
 -0.36534107 -0.01506705  0.07530019  0.3142152   0.28635472  1.1810288
 -1.0040396  -0.8297083  -0.13184427  0.58182454  0.4152981  -0.1098383
 -0.13031705 -0.9765258   0.239611   -0.01347191 -0.06309433 -0.3906353
  0.23077045  0.51035047 -0.6408419   0.36807963  0.09468017  0.83858943
 -0.13005644  0.07191714  0.0294972  -0.06661954 -0.16057724  0.12840492
 -0.03244435  0.20908959  0.28201917 -0.04014946 -0.33591297  0.40216258
 -0.21088006 -0.02336029  0.2970643   0.5576279   0.5727097  -0.24089582
  0.6154418  -0.10372239]"
cs.SD;cs;Sound;http://www.wikidata.org/entity/Q11461;http://dbpedia.org/resource/Sound;;28.0;"[ 4.18555550e-02 -7.06938326e-01 -1.50691152e-01  8.55989695e-01
 -4.72358614e-02  1.25143016e-02 -8.01860809e-01  2.34469086e-01
  2.79475719e-01 -3.85316789e-01 -4.35540646e-01  2.67511666e-01
  6.47931039e-01 -1.00991823e-01  5.11862278e-01  2.94338036e-02
  2.12545797e-01 -6.24043941e-02 -6.72160625e-01  4.06655610e-01
  5.86411893e-01 -1.13891609e-01 -1.04930755e-02  2.30006695e-01
  2.79164314e-01 -5.69272041e-01  6.31414711e-01 -5.87133288e-01
 -1.45376086e+00  4.84712899e-01  9.20813441e-01 -2.62365341e-01
 -1.44253280e-02 -7.33881965e-02 -4.43190724e-01  5.08847237e-01
 -3.03986937e-01  8.36646140e-01  5.30240178e-01 -2.63848633e-01
  1.22007132e+00  5.88997483e-01  9.63836610e-01  4.83070016e-01
 -3.92575979e-01 -2.91185200e-01 -3.67865145e-01 -5.78117669e-01
  4.58102405e-01  1.06556344e+00  1.19842194e-01 -1.23239964e-01
 -3.61436605e-01 -7.47420907e-01  3.71104985e-01 -2.99137592e-01
  8.23389947e-01 -1.50356844e-01  7.97434688e-01 -1.23751664e-03
  4.09712106e-01  1.21818222e-01  2.69796789e-01  8.94461691e-01
  2.49144718e-01 -1.95685536e-01 -1.28025746e+00  8.71937871e-01
  4.71078277e-01  6.78853691e-02 -4.26833481e-01  4.34876889e-01
  4.33148667e-02  1.67486161e-01 -8.03626657e-01  7.89022028e-01
 -1.45438984e-01 -1.43233374e-01 -9.24955085e-02 -6.14307940e-01
  3.60519975e-01  7.42462650e-02  5.91436267e-01 -4.47614700e-01
 -2.88376331e-01  9.25363660e-01 -5.31140745e-01  6.95229113e-01
 -8.07762742e-02 -3.89971972e-01 -5.72279692e-01  4.71652150e-02
  6.28644705e-01 -7.43150473e-01 -4.05699551e-01  2.93933183e-01
 -2.46540979e-01  2.13749513e-01  4.28199947e-01 -3.00516218e-01
  4.03489798e-01  6.30258322e-02  6.58501208e-01  9.85233009e-01
 -7.43345797e-01 -4.40277040e-01 -7.52270147e-02 -5.33669651e-01
 -4.75892276e-01  3.57121795e-01 -2.28737041e-01 -1.17201412e+00
  1.09324062e+00  9.60594356e-01  6.63369894e-02 -2.65553772e-01
  5.68572879e-01 -3.13154548e-01  1.52230871e+00 -2.65462279e-01
 -3.34250271e-01  1.18124500e-01  4.70520586e-01 -1.55043334e-01
  1.20587431e-01 -9.48196828e-01  2.18639106e-01  3.68550152e-01
 -5.18902130e-02  2.68926173e-01 -1.14789851e-01 -2.76256710e-01
 -8.34754288e-01  5.09166658e-01 -4.40740258e-01 -8.48314285e-01
  6.99400306e-01 -4.03170377e-01 -3.12664866e-01  2.13335231e-01
  3.47746342e-01  1.47649154e-01  1.60366833e-01 -4.43169445e-01
  1.12123585e+00 -6.81901515e-01 -5.17663896e-01  2.59780824e-01
  6.05679750e-01  5.69051564e-01 -1.71296716e-01  9.76918042e-01
  1.75854713e-01 -8.10859442e-01  4.56801474e-01 -8.13024521e-01
 -6.23717844e-01 -8.57114613e-01 -3.82581145e-01 -3.37472945e-01
  4.06566299e-02  1.23991080e-01 -9.06538010e-01  6.33891761e-01
 -8.74109745e-01  1.57293737e-01 -2.59819716e-01  3.45624149e-01
  1.49668884e-02 -9.21780884e-01 -1.27651021e-01 -5.02283037e-01
 -1.44310877e-01 -6.30322769e-02  3.28004062e-01  1.67994723e-01
  2.72282988e-01  7.00054551e-03 -3.51968139e-01  5.27485609e-01
  4.09526601e-02 -3.09275389e-01 -4.76543337e-01 -5.67707121e-01
  1.39316067e-01 -3.52138951e-02  6.52894005e-02  2.57864922e-01
  5.90424359e-01 -9.32672441e-01 -2.64987439e-01  2.62683213e-01
  6.44614100e-01 -5.65875828e-01 -8.69334698e-01  1.93680730e-02
  2.83168495e-01 -1.02932370e+00 -4.61447179e-01  2.11970285e-01]"
cs.SE;cs;Software Engineering;http://www.wikidata.org/entity/Q80993;http://dbpedia.org/resource/Software_engineering;https://cso.kmi.open.ac.uk/topics/software_engineering;29.0;"[-2.61920661e-01 -1.90624706e-02  1.41122770e-02 -2.53147513e-01
  3.75361174e-01  3.07663288e-02 -3.59332301e-02  1.38588011e-01
  2.55780190e-01  1.44937366e-01 -4.64763045e-02 -2.82034248e-01
  6.80514947e-02  4.29356754e-01  2.13839754e-01 -4.44064140e-01
  2.88633723e-02 -1.11426318e+00 -5.40952981e-01 -5.87906003e-01
 -4.89417046e-01 -6.83292270e-01 -4.02489781e-01 -4.33960766e-01
  1.12881315e+00  1.30175889e-01  3.38708907e-02 -1.29545856e+00
  6.70447350e-01  4.68730360e-01  4.58609819e-01  2.41728261e-01
  8.06498945e-01 -2.25555018e-01 -3.62873912e-01  7.77974784e-01
  3.51716229e-03  3.90431285e-01  9.28620100e-01  6.60412133e-01
  8.27426493e-01  1.81602120e-01  1.43225467e+00 -1.33462203e+00
 -6.82624876e-01  1.46432489e-01  5.05020857e-01 -3.16789865e-01
  1.00708866e+00 -6.24361873e-01  8.10682327e-02  7.00104296e-01
 -3.83420706e-01  6.29777759e-02  7.56630003e-01  3.10479075e-01
  4.21794087e-01 -2.29669452e-01  9.59749818e-01  2.90657848e-01
  1.80169269e-01  3.10029954e-01 -7.92038143e-02  6.37571752e-01
  1.77049994e-01  2.69356128e-02 -2.51113594e-01  3.81703466e-01
 -2.77478456e-01 -6.47558868e-01  1.23504296e-01  2.30797410e-01
  5.37649870e-01 -5.78109205e-01  1.26270458e-01 -4.31564927e-01
  4.10408735e-01  8.51537943e-01 -1.18052366e-03 -8.00444365e-01
  1.16246752e-01 -2.15824991e-01 -3.03183906e-02  1.19732046e+00
 -2.05420718e-01 -4.90530342e-01 -4.60789017e-02  1.22869563e+00
  5.93545675e-01  6.71857953e-01 -5.74260950e-01  1.93753481e-01
  1.72671989e-01 -4.55269098e-01 -4.82501119e-01 -1.15611267e+00
 -1.04493248e+00 -6.62387669e-01 -2.30843380e-01 -3.96650463e-01
 -3.43739063e-01 -8.42238426e-01  3.75294477e-01  4.91947919e-01
  3.18500787e-01  7.32842684e-02  3.34797233e-01  4.82656270e-01
 -6.83027327e-01  4.26597856e-02  6.34842873e-01 -1.31119397e-02
 -2.73742199e-01 -2.19756454e-01 -3.90560448e-01  3.44204158e-01
  5.84969521e-01  3.67809594e-01  6.37264907e-01 -9.95509207e-01
  5.70881516e-02  3.80737245e-01 -3.58949937e-02 -3.74828011e-01
  1.12067795e+00 -4.79737967e-01 -1.19664475e-01  3.56700152e-01
  8.38867426e-01 -1.21673539e-01  3.29495281e-01  1.71290070e-01
 -4.12101507e-01  1.42828774e+00 -9.88374576e-02  9.35216919e-02
  1.11706052e-02 -8.91722798e-01  1.42103508e-01  3.52437198e-01
  2.83377226e-02  2.71729559e-01 -7.19565213e-01 -8.54320168e-01
  9.09290016e-01  9.20109916e-03 -1.06275308e+00  3.47367898e-02
 -7.31547102e-02  8.02922070e-01  9.84755993e-01  6.98146701e-01
 -7.00623930e-01 -8.90965760e-01 -7.91126192e-02 -2.87724994e-02
  8.71562958e-02 -6.01307452e-01 -9.73461270e-01 -5.06163351e-02
  4.31689233e-01  5.33985376e-01 -9.60218847e-01  1.06402487e-01
  2.62585014e-01 -2.76028603e-01  4.57377493e-01  1.07460845e+00
 -2.20971122e-01 -9.11480308e-01  8.77799451e-01  1.91836372e-01
 -1.35125905e-01 -9.45764109e-02  3.16368699e-01 -6.94239795e-01
  1.46434277e-01 -1.81412905e-01 -2.83267796e-02  1.94622800e-01
 -3.74580711e-01  2.23358780e-01 -1.49835408e-01  3.41546923e-01
 -4.66119677e-01 -1.03491819e+00 -8.10501218e-01 -3.93387169e-01
 -2.84295410e-01 -5.51149845e-01 -3.40817124e-01 -2.10299239e-01
  4.88717318e-01  5.91250837e-01  2.96804041e-01 -4.11196262e-01
  3.95645827e-01 -8.87084424e-01  2.93782920e-01  2.91605532e-01]"
cs.SI;cs;Social and Information Networks;;;;;
cs.SY;cs;Systems and Control;https://www.wikidata.org/wiki/Q959968;http://dbpedia.org/resource/Control_system;https://cso.kmi.open.ac.uk/topics/control_system;30.0;"[-5.84407389e-01 -2.89793611e-01 -5.09740233e-01 -8.00118521e-02
 -1.48142442e-01 -1.01831429e-01 -3.34662437e-01 -3.68615419e-01
 -4.57294703e-01  1.92194015e-01 -2.96027660e-01 -4.19992924e-01
  2.13798776e-01 -3.45974356e-01 -3.98393601e-01  1.59335047e-01
  4.02615696e-01 -3.64569485e-01 -8.61970067e-01 -2.10047871e-01
 -8.90847594e-02 -3.32216024e-01 -1.01019430e+00 -2.06457630e-01
  9.55431938e-01 -9.80223298e-01 -5.97794235e-01 -7.77062953e-01
  2.78079122e-01  5.71191430e-01  4.81149167e-01 -1.48143470e-01
 -3.05034578e-01  3.59153092e-01  1.30742565e-02  2.78298967e-02
  4.78497967e-02  1.68593228e-01  5.34454882e-01  1.89142972e-01
 -1.72382481e-02  2.02904865e-01  6.54330373e-01  2.30884835e-01
 -2.96615690e-01  9.10394609e-01  8.08551311e-01 -1.22709624e-01
 -8.26340988e-02 -5.79989910e-01  4.05640662e-01  1.11493215e-01
 -4.89561170e-01  1.20144278e-01  3.60161401e-02  3.66929471e-01
 -2.12698281e-01 -6.54941618e-01  8.10456276e-01 -3.50283295e-01
 -3.24943900e-01  2.10863933e-01 -2.59841591e-01 -1.16263375e-01
  9.77290273e-01 -5.13696015e-01 -1.06137935e-02 -2.70735025e-01
 -3.89780313e-01  4.98991311e-01 -8.71633589e-02  1.21287301e-01
  1.32201299e-01  6.33565709e-02  1.05196917e+00  1.74841583e-01
  2.55398601e-01  7.04209089e-01  3.58843893e-01 -9.33955967e-01
  1.64488643e-01 -7.71321476e-01  3.32831174e-01 -6.44178316e-02
 -7.40592659e-01 -2.94986099e-01 -2.20983222e-01  4.13009197e-01
  4.77887839e-01 -6.38586702e-03 -4.41643834e-01  1.85978144e-01
 -5.37462473e-01 -2.79988587e-01 -1.08835530e+00 -3.39463294e-01
 -2.49194220e-01  3.07557344e-01 -6.10466778e-01  9.07158256e-02
 -1.95591524e-01  9.76293147e-01  8.14980567e-01  1.24176633e+00
  4.90856022e-02 -5.67675710e-01 -3.97547454e-01  4.06638861e-01
 -1.74059600e-01  2.39958063e-01  9.10491571e-02  7.64431834e-01
  5.37740827e-01 -3.43538463e-01 -2.14203000e-01  4.17601794e-01
  1.12021109e-03 -6.45269156e-02 -4.89165843e-01 -5.58534563e-01
 -1.95271112e-02  1.51368365e-01 -4.83471215e-01  3.38858575e-01
 -1.00861967e-01  3.24704713e-04  1.70913994e-01  9.13902581e-01
 -6.73530903e-03  2.49407053e-01  1.73693329e-01 -1.75083846e-01
 -6.96273685e-01  1.14286280e+00  3.28527063e-01 -1.63368776e-01
  8.33113268e-02  1.17808975e-01  5.90188384e-01 -2.32543260e-01
 -1.22372732e-01  1.02953982e+00 -1.02452345e-01 -1.79748178e-01
  5.22779465e-01  3.53448868e-01 -7.33956814e-01  9.56375301e-01
 -4.45787668e-01 -2.73498535e-01  1.13294840e-01  3.14368606e-01
 -4.86621797e-01 -6.14931807e-02 -7.30490327e-01  6.28272295e-01
 -8.65499824e-02 -2.80687869e-01  3.37483287e-01  1.19491708e+00
  8.69697988e-01  8.63077104e-01  4.62638259e-01  3.15877974e-01
  4.39884931e-01 -8.25179517e-02 -3.64882529e-01  2.85945058e-01
  9.23897978e-03 -1.02230763e+00  1.33433652e+00  2.45276183e-01
  7.80183554e-01 -3.32631059e-02 -6.81517040e-03 -9.50141251e-01
 -7.50218034e-01  4.02632415e-01  9.66209099e-02 -4.11071539e-01
 -8.56991053e-01  2.28483409e-01  1.93515405e-01 -9.98381078e-02
  2.59597749e-01 -6.05835140e-01  6.08283244e-02 -1.06370914e+00
 -1.26530245e-01 -2.86977857e-01  3.96395504e-01 -3.71713340e-01
  8.51034224e-02  1.01672418e-01 -4.26996887e-01  1.76832229e-01
 -2.06109677e-02 -1.22891676e+00 -8.48081335e-02  1.92306250e-01]"
econ.EM;econ;Econometrics;;;;;
eess.AS;eess;Audio and Speech Processing;;;;;
eess.IV;eess;Image and Video Processing;;;;;
eess.SP;eess;Signal Processing;;;;;
gr-qc;;General Relativity and Quantum Cosmology;;;;;
hep-ex;;High Energy Physics - Experiment;;;;;
hep-lat;;High Energy Physics - Lattice;;;;;
hep-ph;;High Energy Physics - Phenomenology;;;;;
hep-th;;High Energy Physics - Theory;;;;;
math.AC;math;Commutative Algebra;;;;;
math.AG;math;Algebraic Geometry;;;;;
math.AP;math;Analysis of PDEs;;;;;
math.AT;math;Algebraic Topology;;;;;
math.CA;math;Classical Analysis and ODEs;;;;;
math.CO;math;Combinatorics;;;;;
math.CT;math;Category Theory;;;;;
math.CV;math;Complex Variables;;;;;
math.DG;math;Differential Geometry;;;;;
math.DS;math;Dynamical Systems;;;;;
math.FA;math;Functional Analysis;;;;;
math.GM;math;General Mathematics;;;;;
math.GN;math;General Topology;;;;;
math.GR;math;Group Theory;;;;;
math.GT;math;Geometric Topology;;;;;
math.HO;math;History and Overview;;;;;
math.IT;math;Information Theory;;;;;
math.KT;math;K-Theory and Homology;;;;;
math.LO;math;Logic;;;;;
math.MG;math;Metric Geometry;;;;;
math.MP;math;Mathematical Physics;;;;;
math.NA;math;Numerical Analysis;;;;;
math.NT;math;Number Theory;;;;;
math.OA;math;Operator Algebras;;;;;
math.OC;math;Optimization and Control;;;;;
math.PR;math;Probability;;;;;
math.QA;math;Quantum Algebra;;;;;
math.RA;math;Rings and Algebras;;;;;
math.RT;math;Representation Theory;;;;;
math.SG;math;Symplectic Geometry;;;;;
math.SP;math;Spectral Theory;;;;;
math.ST;math;Statistics Theory;;;;;
math-ph;;Mathematical Physics;;;;;
nlin.AO;nlin;Adaptation and Self-Organizing Systems;;;;;
nlin.CD;nlin;Chaotic Dynamics;;;;;
nlin.CG;nlin;Cellular Automata and Lattice Gases;;;;;
